  5.5514507E+03  6.5042145E+01
  5.5584507E+03  6.4732498E+01
  5.5654507E+03  6.4332413E+01
  5.5724507E+03  6.4014565E+01
  5.5794507E+03  6.3834682E+01
  5.5864507E+03  6.3775013E+01
  5.5934507E+03  6.3828251E+01
  5.6004507E+03  6.3976318E+01
  5.6074507E+03  6.4156288E+01
  5.6144507E+03  6.4310501E+01
  5.6214507E+03  6.4424271E+01
  5.6284507E+03  6.4492821E+01
  5.6354507E+03  6.4509346E+01
  5.6424507E+03  6.4458466E+01
  5.6494507E+03  6.4298622E+01
  5.6564507E+03  6.4003868E+01
  5.6634507E+03  6.3666698E+01
  5.6704507E+03  6.3477734E+01
  5.6774507E+03  6.3527882E+01
  5.6844507E+03  6.3686043E+01
  5.6914507E+03  6.3727936E+01
  5.6984507E+03  6.3586250E+01
  5.7054502E+03  6.3459808E+01
  5.7124502E+03  6.3627701E+01
  5.7194502E+03  6.4118423E+01
  5.7264502E+03  6.4596153E+01
  5.7334502E+03  6.4684296E+01
  5.7404502E+03  6.4367836E+01
  5.7474502E+03  6.3976116E+01
  5.7544502E+03  6.3801933E+01
  5.7614502E+03  6.3838379E+01
  5.7684502E+03  6.3886776E+01
  5.7754502E+03  6.3805649E+01
  5.7824502E+03  6.3630280E+01
  5.7894502E+03  6.3492424E+01
  5.7964502E+03  6.3470432E+01
  5.8034502E+03  6.3537201E+01
  5.8104502E+03  6.3632401E+01
  5.8174502E+03  6.3723774E+01
  5.8244502E+03  6.3770195E+01
  5.8314502E+03  6.3701096E+01
  5.8384502E+03  6.3497162E+01
  5.8454502E+03  6.3252583E+01
  5.8524502E+03  6.3098759E+01
  5.8594502E+03  6.3051373E+01
  5.8664502E+03  6.2957218E+01
  5.8734502E+03  6.2635769E+01
  5.8804502E+03  6.2118046E+01
  5.8874502E+03  6.1706223E+01
  5.8944502E+03  6.1684528E+01
  5.9014502E+03  6.2004116E+01
  5.9084502E+03  6.2348896E+01
  5.9154502E+03  6.2485611E+01
  5.9224502E+03  6.2442146E+01
  5.9294502E+03  6.2363972E+01
  5.9364502E+03  6.2333202E+01
  5.9434502E+03  6.2334354E+01
  5.9504502E+03  6.2324512E+01
  5.9574502E+03  6.2284279E+01
  5.9644502E+03  6.2214893E+01
  5.9714502E+03  6.2119148E+01
  5.9784502E+03  6.1997078E+01
  5.9854502E+03  6.1844532E+01
