RUN  TIME     AIRMASS Water   Ozone   Ray     A0      alpha   seeing  gray
0060 -2.24583 1.36112 1.00000 1.00000 1.00000 0.03000 1.30000 1.20320 0.99864
0061 -2.22917 1.02153 1.00000 1.00000 1.00000 0.03000 1.30000 1.01286 0.99874
0062 -2.06667 1.36518 1.00000 1.00000 1.00000 0.03000 1.30000 1.20535 0.99969
0063 -2.05556 1.40812 1.00000 1.00000 1.00000 0.03000 1.30000 1.22796 0.99975
0064 -2.04444 1.10483 1.00000 1.00000 1.00000 0.03000 1.30000 1.06164 0.99981
0065 -2.03333 1.15576 1.00000 1.00000 1.00000 0.03000 1.30000 1.09074 0.99988
0066 -2.02222 1.96729 1.00000 1.00000 1.00000 0.03000 1.30000 1.50079 0.99994
0067 -2.01111 2.21331 1.00000 1.00000 1.00000 0.03000 1.30000 1.61074 1.00001
0068 -2.00000 1.14525 1.00000 1.00000 1.00000 0.03000 1.30000 1.08478 1.00007
0069 -1.98889 1.38546 1.00000 1.00000 1.00000 0.03000 1.30000 1.21606 1.00013
0070 -1.97222 1.02005 1.00000 1.00000 1.00000 0.03000 1.30000 1.01198 1.00023
0071 -1.80972 1.31526 1.00000 1.00000 1.00000 0.03000 1.30000 1.17871 1.00115
0072 -1.79861 1.33602 1.00000 1.00000 1.00000 0.03000 1.30000 1.18984 1.00122
0073 -1.78750 1.13333 1.00000 1.00000 1.00000 0.03000 1.30000 1.07799 1.00128
0074 -1.77639 1.13815 1.00000 1.00000 1.00000 0.03000 1.30000 1.08073 1.00134
0075 -1.76528 1.79788 1.00000 1.00000 1.00000 0.03000 1.30000 1.42186 1.00140
0076 -1.75417 2.00358 1.00000 1.00000 1.00000 0.03000 1.30000 1.51735 1.00147
0077 -1.74306 1.11298 1.00000 1.00000 1.00000 0.03000 1.30000 1.06633 1.00153
0078 -1.73194 1.41799 1.00000 1.00000 1.00000 0.03000 1.30000 1.23312 1.00159
0079 -1.71528 1.02235 1.00000 1.00000 1.00000 0.03000 1.30000 1.01335 1.00168
0080 -1.55278 1.27439 1.00000 1.00000 1.00000 0.03000 1.30000 1.15659 1.00258
0081 -1.54167 1.27541 1.00000 1.00000 1.00000 0.03000 1.30000 1.15715 1.00264
0082 -1.53056 1.16669 1.00000 1.00000 1.00000 0.03000 1.30000 1.09692 1.00270
0083 -1.51944 1.12581 1.00000 1.00000 1.00000 0.03000 1.30000 1.07369 1.00276
0084 -1.50833 1.66100 1.00000 1.00000 1.00000 0.03000 1.30000 1.35588 1.00282
0085 -1.49722 1.83359 1.00000 1.00000 1.00000 0.03000 1.30000 1.43874 1.00288
0086 -1.48611 1.08629 1.00000 1.00000 1.00000 0.03000 1.30000 1.05091 1.00294
0087 -1.47500 1.45968 1.00000 1.00000 1.00000 0.03000 1.30000 1.25474 1.00300
0088 -1.45833 1.02846 1.00000 1.00000 1.00000 0.03000 1.30000 1.01698 1.00309
0089 -1.29583 1.24140 1.00000 1.00000 1.00000 0.03000 1.30000 1.13854 1.00396
0090 -1.28472 1.22442 1.00000 1.00000 1.00000 0.03000 1.30000 1.12917 1.00401
0091 -1.27361 1.20548 1.00000 1.00000 1.00000 0.03000 1.30000 1.11865 1.00407
0092 -1.26250 1.11847 1.00000 1.00000 1.00000 0.03000 1.30000 1.06949 1.00413
0093 -1.25139 1.54892 1.00000 1.00000 1.00000 0.03000 1.30000 1.30022 1.00419
0094 -1.24028 1.69374 1.00000 1.00000 1.00000 0.03000 1.30000 1.37185 1.00425
0095 -1.22917 1.06463 1.00000 1.00000 1.00000 0.03000 1.30000 1.03829 1.00431
0096 -1.21806 1.51182 1.00000 1.00000 1.00000 0.03000 1.30000 1.28144 1.00436
0097 -1.20139 1.03849 1.00000 1.00000 1.00000 0.03000 1.30000 1.02292 1.00445
0098 -1.03889 1.21541 1.00000 1.00000 1.00000 0.03000 1.30000 1.12418 1.00528
0099 -1.02778 1.18162 1.00000 1.00000 1.00000 0.03000 1.30000 1.10532 1.00534
0100 -1.01667 1.25041 1.00000 1.00000 1.00000 0.03000 1.30000 1.14349 1.00539
0101 -1.00556 1.11597 1.00000 1.00000 1.00000 0.03000 1.30000 1.06805 1.00545
0102 -0.99444 1.45625 1.00000 1.00000 1.00000 0.03000 1.30000 1.25297 1.00550
0103 -0.98333 1.57732 1.00000 1.00000 1.00000 0.03000 1.30000 1.31448 1.00556
0104 -0.97222 1.04758 1.00000 1.00000 1.00000 0.03000 1.30000 1.02828 1.00562
0105 -0.96111 1.57616 1.00000 1.00000 1.00000 0.03000 1.30000 1.31390 1.00567
0106 -0.94444 1.05263 1.00000 1.00000 1.00000 0.03000 1.30000 1.03125 1.00575
0107 -0.78194 1.19577 1.00000 1.00000 1.00000 0.03000 1.30000 1.11324 1.00655
0108 -0.77083 1.14591 1.00000 1.00000 1.00000 0.03000 1.30000 1.08515 1.00660
0109 -0.75972 1.30235 1.00000 1.00000 1.00000 0.03000 1.30000 1.17175 1.00665
0110 -0.74861 1.11826 1.00000 1.00000 1.00000 0.03000 1.30000 1.06937 1.00671
0111 -0.73750 1.37910 1.00000 1.00000 1.00000 0.03000 1.30000 1.21271 1.00676
0112 -0.72639 1.47951 1.00000 1.00000 1.00000 0.03000 1.30000 1.26494 1.00681
0113 -0.71528 1.03479 1.00000 1.00000 1.00000 0.03000 1.30000 1.02073 1.00687
0114 -0.70417 1.65509 1.00000 1.00000 1.00000 0.03000 1.30000 1.35299 1.00692
0115 -0.68750 1.07113 1.00000 1.00000 1.00000 0.03000 1.30000 1.04209 1.00700
0116 -0.52500 1.18200 1.00000 1.00000 1.00000 0.03000 1.30000 1.10553 1.00775
0117 -0.51389 1.11641 1.00000 1.00000 1.00000 0.03000 1.30000 1.06830 1.00780
0118 -0.50278 1.36239 1.00000 1.00000 1.00000 0.03000 1.30000 1.20387 1.00785
0119 -0.49167 1.12539 1.00000 1.00000 1.00000 0.03000 1.30000 1.07345 1.00790
0120 -0.48056 1.31462 1.00000 1.00000 1.00000 0.03000 1.30000 1.17837 1.00795
0121 -0.46944 1.39672 1.00000 1.00000 1.00000 0.03000 1.30000 1.22199 1.00800
0122 -0.45833 1.02605 1.00000 1.00000 1.00000 0.03000 1.30000 1.01555 1.00805
0123 -0.44722 1.75184 1.00000 1.00000 1.00000 0.03000 1.30000 1.39990 1.00810
0124 -0.43056 1.09437 1.00000 1.00000 1.00000 0.03000 1.30000 1.05560 1.00818
0125 -0.26806 1.17377 1.00000 1.00000 1.00000 0.03000 1.30000 1.10090 1.00889
0126 -0.25694 1.09248 1.00000 1.00000 1.00000 0.03000 1.30000 1.05450 1.00894
0127 -0.24583 1.43189 1.00000 1.00000 1.00000 0.03000 1.30000 1.24035 1.00898
0128 -0.23472 2.60862 1.00000 1.00000 1.00000 0.03000 1.30000 1.77765 1.00903
0129 -0.22361 1.13815 1.00000 1.00000 1.00000 0.03000 1.30000 1.08073 1.00908
0130 -0.21250 1.25855 1.00000 1.00000 1.00000 0.03000 1.30000 1.14795 1.00913
0131 -0.20139 1.32349 1.00000 1.00000 1.00000 0.03000 1.30000 1.18313 1.00917
0132 -0.19028 1.02106 1.00000 1.00000 1.00000 0.03000 1.30000 1.01258 1.00922
0133 -0.17917 1.87661 1.00000 1.00000 1.00000 0.03000 1.30000 1.45890 1.00927
0134 -0.16250 1.12416 1.00000 1.00000 1.00000 0.03000 1.30000 1.07274 1.00934
0135 -0.00000 1.17089 1.00000 1.00000 1.00000 0.03000 1.30000 1.09928 1.01000
0136  0.01111 1.07288 1.00000 1.00000 1.00000 0.03000 1.30000 1.04311 1.01004
0137  0.02222 1.51635 1.00000 1.00000 1.00000 0.03000 1.30000 1.28375 1.01009
0138  0.03333 2.29604 1.00000 1.00000 1.00000 0.03000 1.30000 1.64660 1.01013
0139  0.04444 1.15664 1.00000 1.00000 1.00000 0.03000 1.30000 1.09124 1.01018
0140  0.05556 1.21211 1.00000 1.00000 1.00000 0.03000 1.30000 1.12234 1.01022
0141  0.06667 1.26139 1.00000 1.00000 1.00000 0.03000 1.30000 1.14950 1.01026
0142  0.07778 1.02020 1.00000 1.00000 1.00000 0.03000 1.30000 1.01207 1.01031
0143  0.08889 2.03292 1.00000 1.00000 1.00000 0.03000 1.30000 1.53064 1.01035
0144  0.10556 1.16029 1.00000 1.00000 1.00000 0.03000 1.30000 1.09330 1.01042
0145  0.26806 1.17377 1.00000 1.00000 1.00000 0.03000 1.30000 1.10090 1.01103
0146  0.27917 1.05834 1.00000 1.00000 1.00000 0.03000 1.30000 1.03461 1.01107
0147  0.29028 1.61549 1.00000 1.00000 1.00000 0.03000 1.30000 1.33347 1.01111
0148  0.30139 2.05893 1.00000 1.00000 1.00000 0.03000 1.30000 1.54236 1.01115
0149  0.31250 1.18133 1.00000 1.00000 1.00000 0.03000 1.30000 1.10515 1.01119
0150  0.32361 1.17391 1.00000 1.00000 1.00000 0.03000 1.30000 1.10098 1.01124
0151  0.33472 1.20864 1.00000 1.00000 1.00000 0.03000 1.30000 1.12041 1.01128
0152  0.34583 1.02345 1.00000 1.00000 1.00000 0.03000 1.30000 1.01400 1.01132
0153  0.35694 2.23149 1.00000 1.00000 1.00000 0.03000 1.30000 1.61867 1.01136
0154  0.37361 1.20365 1.00000 1.00000 1.00000 0.03000 1.30000 1.11764 1.01142
0155  0.53611 1.18248 1.00000 1.00000 1.00000 0.03000 1.30000 1.10580 1.01198
0156  0.54722 1.04854 1.00000 1.00000 1.00000 0.03000 1.30000 1.02885 1.01202
0157  0.55833 1.73260 1.00000 1.00000 1.00000 0.03000 1.30000 1.39065 1.01206
0158  0.56944 1.87430 1.00000 1.00000 1.00000 0.03000 1.30000 1.45782 1.01209
0159  0.58056 1.21284 1.00000 1.00000 1.00000 0.03000 1.30000 1.12275 1.01213
0160  0.59167 1.14290 1.00000 1.00000 1.00000 0.03000 1.30000 1.08344 1.01217
0161  0.60278 1.16388 1.00000 1.00000 1.00000 0.03000 1.30000 1.09533 1.01220
0162  0.61389 1.03087 1.00000 1.00000 1.00000 0.03000 1.30000 1.01841 1.01224
0163  0.62500 2.48883 1.00000 1.00000 1.00000 0.03000 1.30000 1.72821 1.01228
0164  0.64167 1.25541 1.00000 1.00000 1.00000 0.03000 1.30000 1.14623 1.01233
0165  0.80417 1.19723 1.00000 1.00000 1.00000 0.03000 1.30000 1.11406 1.01285
0166  0.81528 1.04328 1.00000 1.00000 1.00000 0.03000 1.30000 1.02575 1.01288
0167  0.82639 1.87206 1.00000 1.00000 1.00000 0.03000 1.30000 1.45677 1.01291
0168  0.83750 1.72769 1.00000 1.00000 1.00000 0.03000 1.30000 1.38829 1.01295
0169  0.84861 1.25204 1.00000 1.00000 1.00000 0.03000 1.30000 1.14438 1.01298
0170  0.85972 1.11828 1.00000 1.00000 1.00000 0.03000 1.30000 1.06938 1.01301
0171  0.87083 1.12602 1.00000 1.00000 1.00000 0.03000 1.30000 1.07381 1.01305
0172  0.88194 1.04261 1.00000 1.00000 1.00000 0.03000 1.30000 1.02535 1.01308
0173  0.89306 2.83155 1.00000 1.00000 1.00000 0.03000 1.30000 1.86730 1.01311
0174  0.90972 1.31704 1.00000 1.00000 1.00000 0.03000 1.30000 1.17967 1.01316
0175  1.07222 1.21842 1.00000 1.00000 1.00000 0.03000 1.30000 1.12584 1.01362
0176  1.08333 1.04244 1.00000 1.00000 1.00000 0.03000 1.30000 1.02525 1.01365
0177  1.09444 2.03983 1.00000 1.00000 1.00000 0.03000 1.30000 1.53376 1.01368
0178  1.10556 1.60958 1.00000 1.00000 1.00000 0.03000 1.30000 1.33054 1.01371
0179  1.11667 1.30007 1.00000 1.00000 1.00000 0.03000 1.30000 1.17052 1.01374
0180  1.12778 1.09945 1.00000 1.00000 1.00000 0.03000 1.30000 1.05853 1.01377
0181  1.13889 1.09422 1.00000 1.00000 1.00000 0.03000 1.30000 1.05551 1.01380
0182  1.15000 1.05890 1.00000 1.00000 1.00000 0.03000 1.30000 1.03494 1.01383
0183  1.16111 1.38554 1.00000 1.00000 1.00000 0.03000 1.30000 1.21611 1.01386
0184  1.32361 1.24462 1.00000 1.00000 1.00000 0.03000 1.30000 1.14031 1.01428
0185  1.33472 1.04567 1.00000 1.00000 1.00000 0.03000 1.30000 1.02716 1.01430
0186  1.34583 2.23023 1.00000 1.00000 1.00000 0.03000 1.30000 1.61812 1.01433
0187  1.35694 1.51891 1.00000 1.00000 1.00000 0.03000 1.30000 1.28505 1.01436
0188  1.36806 1.35447 1.00000 1.00000 1.00000 0.03000 1.30000 1.19967 1.01438
0189  1.37917 1.08665 1.00000 1.00000 1.00000 0.03000 1.30000 1.05112 1.01441
0190  1.39028 1.06931 1.00000 1.00000 1.00000 0.03000 1.30000 1.04103 1.01443
0191  1.40139 1.07862 1.00000 1.00000 1.00000 0.03000 1.30000 1.04645 1.01446
0192  1.41250 1.46656 1.00000 1.00000 1.00000 0.03000 1.30000 1.25829 1.01449
0193  1.57500 1.27760 1.00000 1.00000 1.00000 0.03000 1.30000 1.15834 1.01485
0194  1.58611 1.05284 1.00000 1.00000 1.00000 0.03000 1.30000 1.03137 1.01487
0195  1.59722 2.46242 1.00000 1.00000 1.00000 0.03000 1.30000 1.71718 1.01490
0196  1.60833 1.44376 1.00000 1.00000 1.00000 0.03000 1.30000 1.24652 1.01492
0197  1.61944 1.41960 1.00000 1.00000 1.00000 0.03000 1.30000 1.23396 1.01494
0198  1.63056 1.07829 1.00000 1.00000 1.00000 0.03000 1.30000 1.04627 1.01497
0199  1.64167 1.04869 1.00000 1.00000 1.00000 0.03000 1.30000 1.02894 1.01499
0200  1.65278 1.10300 1.00000 1.00000 1.00000 0.03000 1.30000 1.06058 1.01501
0201  1.66389 1.56290 1.00000 1.00000 1.00000 0.03000 1.30000 1.30725 1.01503
0202  1.82639 1.31821 1.00000 1.00000 1.00000 0.03000 1.30000 1.18029 1.01535
0203  1.83750 1.06407 1.00000 1.00000 1.00000 0.03000 1.30000 1.03796 1.01537
0204  1.84861 2.75027 1.00000 1.00000 1.00000 0.03000 1.30000 1.83495 1.01539
0205  1.85972 1.38136 1.00000 1.00000 1.00000 0.03000 1.30000 1.21390 1.01541
0206  1.87083 1.49763 1.00000 1.00000 1.00000 0.03000 1.30000 1.27422 1.01543
0207  1.88194 1.07422 1.00000 1.00000 1.00000 0.03000 1.30000 1.04389 1.01545
0208  1.89306 1.03204 1.00000 1.00000 1.00000 0.03000 1.30000 1.01910 1.01547
0209  1.90417 1.13252 1.00000 1.00000 1.00000 0.03000 1.30000 1.07752 1.01549
0210  1.91528 1.67830 1.00000 1.00000 1.00000 0.03000 1.30000 1.36434 1.01551
0211  2.07778 1.36757 1.00000 1.00000 1.00000 0.03000 1.30000 1.20662 1.01577
0212  2.08889 1.07958 1.00000 1.00000 1.00000 0.03000 1.30000 1.04702 1.01579
0213  2.10000 1.33170 1.00000 1.00000 1.00000 0.03000 1.30000 1.18753 1.01580
0214  2.11111 1.58694 1.00000 1.00000 1.00000 0.03000 1.30000 1.31928 1.01582
0215  2.12222 1.07425 1.00000 1.00000 1.00000 0.03000 1.30000 1.04391 1.01584
0216  2.13333 1.01957 1.00000 1.00000 1.00000 0.03000 1.30000 1.01170 1.01585
0217  2.14444 1.16611 1.00000 1.00000 1.00000 0.03000 1.30000 1.09659 1.01587
0218  2.15556 1.81117 1.00000 1.00000 1.00000 0.03000 1.30000 1.42816 1.01589
0219  2.31806 1.42428 1.00000 1.00000 1.00000 0.03000 1.30000 1.23639 1.01610
0220  2.32917 1.09868 1.00000 1.00000 1.00000 0.03000 1.30000 1.05809 1.01612
0221  2.34028 1.29038 1.00000 1.00000 1.00000 0.03000 1.30000 1.16528 1.01613
0222  2.35139 1.69411 1.00000 1.00000 1.00000 0.03000 1.30000 1.37203 1.01615
0223  2.36250 1.07812 1.00000 1.00000 1.00000 0.03000 1.30000 1.04617 1.01616
0224  2.37361 1.01029 1.00000 1.00000 1.00000 0.03000 1.30000 1.00616 1.01617
0225  2.38472 1.20562 1.00000 1.00000 1.00000 0.03000 1.30000 1.11873 1.01618
0226  2.39583 1.97246 1.00000 1.00000 1.00000 0.03000 1.30000 1.50316 1.01620
0227  2.55833 1.49200 1.00000 1.00000 1.00000 0.03000 1.30000 1.27134 1.01637
0228  2.56944 1.12230 1.00000 1.00000 1.00000 0.03000 1.30000 1.07168 1.01638
0229  2.58056 1.25635 1.00000 1.00000 1.00000 0.03000 1.30000 1.14674 1.01639
0230  2.59167 1.82382 1.00000 1.00000 1.00000 0.03000 1.30000 1.43413 1.01640
0231  2.60278 1.08590 1.00000 1.00000 1.00000 0.03000 1.30000 1.05069 1.01641
0232  2.61389 1.00407 1.00000 1.00000 1.00000 0.03000 1.30000 1.00244 1.01642
0233  2.62500 1.25192 1.00000 1.00000 1.00000 0.03000 1.30000 1.14431 1.01643
0234  2.63611 2.17113 1.00000 1.00000 1.00000 0.03000 1.30000 1.59225 1.01644
0235  2.79861 1.57297 1.00000 1.00000 1.00000 0.03000 1.30000 1.31230 1.01657
0236  2.80972 1.15089 1.00000 1.00000 1.00000 0.03000 1.30000 1.08798 1.01658
0237  2.82083 1.22878 1.00000 1.00000 1.00000 0.03000 1.30000 1.13158 1.01659
0238  2.83194 1.98265 1.00000 1.00000 1.00000 0.03000 1.30000 1.50781 1.01660
0239  2.84306 1.09773 1.00000 1.00000 1.00000 0.03000 1.30000 1.05754 1.01660
0240  2.85417 1.00083 1.00000 1.00000 1.00000 0.03000 1.30000 1.00050 1.01661
0241  2.86528 1.30606 1.00000 1.00000 1.00000 0.03000 1.30000 1.17376 1.01662
0242  2.87639 2.42040 1.00000 1.00000 1.00000 0.03000 1.30000 1.69954 1.01663
0243  3.03889 1.67013 1.00000 1.00000 1.00000 0.03000 1.30000 1.36035 1.01671
0244  3.05000 1.18503 1.00000 1.00000 1.00000 0.03000 1.30000 1.10723 1.01672
0245  3.06111 1.20705 1.00000 1.00000 1.00000 0.03000 1.30000 1.11953 1.01672
0246  3.07222 2.18011 1.00000 1.00000 1.00000 0.03000 1.30000 1.59620 1.01673
0247  3.08333 1.11382 1.00000 1.00000 1.00000 0.03000 1.30000 1.06681 1.01673
0248  3.09444 1.00052 1.00000 1.00000 1.00000 0.03000 1.30000 1.00031 1.01674
0249  3.10556 1.36941 1.00000 1.00000 1.00000 0.03000 1.30000 1.20759 1.01674
0250  3.11667 2.74052 1.00000 1.00000 1.00000 0.03000 1.30000 1.83105 1.01675
0251  3.27917 1.78752 1.00000 1.00000 1.00000 0.03000 1.30000 1.41694 1.01679
0252  3.29028 1.22544 1.00000 1.00000 1.00000 0.03000 1.30000 1.12973 1.01680
0253  3.30139 1.19068 1.00000 1.00000 1.00000 0.03000 1.30000 1.11039 1.01680
0254  3.31250 2.43041 1.00000 1.00000 1.00000 0.03000 1.30000 1.70376 1.01680
0255  3.32361 1.13446 1.00000 1.00000 1.00000 0.03000 1.30000 1.07863 1.01680
0256  3.33472 1.00313 1.00000 1.00000 1.00000 0.03000 1.30000 1.00188 1.01680
0257  3.34583 1.44372 1.00000 1.00000 1.00000 0.03000 1.30000 1.24649 1.01681
0258  3.50694 1.92253 1.00000 1.00000 1.00000 0.03000 1.30000 1.48021 1.01682
0259  3.51806 1.27035 1.00000 1.00000 1.00000 0.03000 1.30000 1.15439 1.01682
0260  3.52917 1.17981 1.00000 1.00000 1.00000 0.03000 1.30000 1.10430 1.01682
0261  3.54028 2.73650 1.00000 1.00000 1.00000 0.03000 1.30000 1.82944 1.01682
0262  3.55139 1.15861 1.00000 1.00000 1.00000 0.03000 1.30000 1.09235 1.01682
0263  3.56250 1.00834 1.00000 1.00000 1.00000 0.03000 1.30000 1.00500 1.01681
0264  3.57361 1.52633 1.00000 1.00000 1.00000 0.03000 1.30000 1.28881 1.01681
0265  3.73472 2.08742 1.00000 1.00000 1.00000 0.03000 1.30000 1.55513 1.01679
0266  3.74583 1.32271 1.00000 1.00000 1.00000 0.03000 1.30000 1.18271 1.01679
0267  3.75694 1.17325 1.00000 1.00000 1.00000 0.03000 1.30000 1.10061 1.01678
0268  3.76806 1.18612 1.00000 1.00000 1.00000 0.03000 1.30000 1.10784 1.01678
0269  3.77917 1.01583 1.00000 1.00000 1.00000 0.03000 1.30000 1.00947 1.01678
0270  3.79028 1.61825 1.00000 1.00000 1.00000 0.03000 1.30000 1.33484 1.01678
0271  3.95139 2.28077 1.00000 1.00000 1.00000 0.03000 1.30000 1.64002 1.01672
0272  3.96250 1.38054 1.00000 1.00000 1.00000 0.03000 1.30000 1.21347 1.01672
0273  3.97361 1.17092 1.00000 1.00000 1.00000 0.03000 1.30000 1.09930 1.01671
0274  3.98472 1.21853 1.00000 1.00000 1.00000 0.03000 1.30000 1.12590 1.01671
0275  3.99583 1.02587 1.00000 1.00000 1.00000 0.03000 1.30000 1.01544 1.01670
