RUN  TIME     AIRMASS Water   Ozone   Ray     A0      alpha   seeing
0096 -1.21806 1.51182 1.03045 0.84774 1.00000 0.02695 1.23910 1.28144 
0097 -1.20139 1.03849 1.03003 0.84983 1.00000 0.02700 1.23993 1.02292 
0098 -1.03889 1.21541 1.02597 0.87014 1.00000 0.02740 1.24806 1.12418 
0099 -1.02778 1.18162 1.02569 0.87153 1.00000 0.02743 1.24861 1.10532 
0100 -1.01667 1.25041 1.02542 0.87292 1.00000 0.02746 1.24917 1.14349 
0101 -1.00556 1.11597 1.02514 0.87431 1.00000 0.02749 1.24972 1.06805 
0102 -0.99444 1.45625 1.02486 0.87569 1.00000 0.02751 1.25028 1.25297 
0103 -0.98333 1.57732 1.02458 0.87708 1.00000 0.02754 1.25083 1.31448 
0104 -0.97222 1.04758 1.02431 0.87847 1.00000 0.02757 1.25139 1.02828 
0105 -0.96111 1.57616 1.02403 0.87986 1.00000 0.02760 1.25194 1.31390 
0106 -0.94444 1.05263 1.02361 0.88194 1.00000 0.02764 1.25278 1.03125 
0107 -0.78194 1.19577 1.01955 0.90226 1.00000 0.02805 1.26090 1.11324 
0108 -0.77083 1.14591 1.01927 0.90365 1.00000 0.02807 1.26146 1.08515 
0109 -0.75972 1.30235 1.01899 0.90503 1.00000 0.02810 1.26201 1.17175 
0110 -0.74861 1.11826 1.01872 0.90642 1.00000 0.02813 1.26257 1.06937 
0111 -0.73750 1.37910 1.01844 0.90781 1.00000 0.02816 1.26312 1.21271 
0112 -0.72639 1.47951 1.01816 0.90920 1.00000 0.02818 1.26368 1.26494 
0113 -0.71528 1.03479 1.01788 0.91059 1.00000 0.02821 1.26424 1.02073 
0114 -0.70417 1.65509 1.01760 0.91198 1.00000 0.02824 1.26479 1.35299 
0115 -0.68750 1.07113 1.01719 0.91406 1.00000 0.02828 1.26562 1.04209 
0116 -0.52500 1.18200 1.01313 0.93437 1.00000 0.02869 1.27375 1.10553 
0117 -0.51389 1.11641 1.01285 0.93576 1.00000 0.02872 1.27431 1.06830 
0118 -0.50278 1.36239 1.01257 0.93715 1.00000 0.02874 1.27486 1.20387 
0119 -0.49167 1.12539 1.01229 0.93854 1.00000 0.02877 1.27542 1.07345 
0120 -0.48056 1.31462 1.01201 0.93993 1.00000 0.02880 1.27597 1.17837 
0121 -0.46944 1.39672 1.01174 0.94132 1.00000 0.02883 1.27653 1.22199 
0122 -0.45833 1.02605 1.01146 0.94271 1.00000 0.02885 1.27708 1.01555 
0123 -0.44722 1.75184 1.01118 0.94410 1.00000 0.02888 1.27764 1.39990 
0124 -0.43056 1.09437 1.01076 0.94618 1.00000 0.02892 1.27847 1.05560 
0125 -0.26806 1.17377 1.00670 0.96649 1.00000 0.02933 1.28660 1.10090 
0126 -0.25694 1.09248 1.00642 0.96788 1.00000 0.02936 1.28715 1.05450 
0127 -0.24583 1.43189 1.00615 0.96927 1.00000 0.02939 1.28771 1.24035 
0128 -0.23472 2.60862 1.00587 0.97066 1.00000 0.02941 1.28826 1.77765 
0129 -0.22361 1.13815 1.00559 0.97205 1.00000 0.02944 1.28882 1.08073 
0130 -0.21250 1.25855 1.00531 0.97344 1.00000 0.02947 1.28937 1.14795 
0131 -0.20139 1.32349 1.00503 0.97483 1.00000 0.02950 1.28993 1.18313 
0132 -0.19028 1.02106 1.00476 0.97622 1.00000 0.02952 1.29049 1.01258 
0133 -0.17917 1.87661 1.00448 0.97760 1.00000 0.02955 1.29104 1.45890 
0134 -0.16250 1.12416 1.00406 0.97969 1.00000 0.02959 1.29187 1.07274 
0135 -0.00000 1.17089 1.00000 1.00000 1.00000 0.03000 1.30000 1.09928 
0136  0.01111 1.07288 0.99972 1.00139 1.00000 0.03003 1.30056 1.04311 
0137  0.02222 1.51635 0.99944 1.00278 1.00000 0.03006 1.30111 1.28375 
0138  0.03333 2.29604 0.99917 1.00417 1.00000 0.03008 1.30167 1.64660 
0139  0.04444 1.15664 0.99889 1.00556 1.00000 0.03011 1.30222 1.09124 
0140  0.05556 1.21211 0.99861 1.00694 1.00000 0.03014 1.30278 1.12234 
0141  0.06667 1.26139 0.99833 1.00833 1.00000 0.03017 1.30333 1.14950 
0142  0.07778 1.02020 0.99806 1.00972 1.00000 0.03019 1.30389 1.01207 
0143  0.08889 2.03292 0.99778 1.01111 1.00000 0.03022 1.30444 1.53064 
0144  0.10556 1.16029 0.99736 1.01319 1.00000 0.03026 1.30528 1.09330 
0145  0.26806 1.17377 0.99330 1.03351 1.00000 0.03067 1.31340 1.10090 
0146  0.27917 1.05834 0.99302 1.03490 1.00000 0.03070 1.31396 1.03461 
0147  0.29028 1.61549 0.99274 1.03628 1.00000 0.03073 1.31451 1.33347 
0148  0.30139 2.05893 0.99247 1.03767 1.00000 0.03075 1.31507 1.54236 
0149  0.31250 1.18133 0.99219 1.03906 1.00000 0.03078 1.31562 1.10515 
0150  0.32361 1.17391 0.99191 1.04045 1.00000 0.03081 1.31618 1.10098 
0151  0.33472 1.20864 0.99163 1.04184 1.00000 0.03084 1.31674 1.12041 
0152  0.34583 1.02345 0.99135 1.04323 1.00000 0.03086 1.31729 1.01400 
0153  0.35694 2.23149 0.99108 1.04462 1.00000 0.03089 1.31785 1.61867 
0154  0.37361 1.20365 0.99066 1.04670 1.00000 0.03093 1.31868 1.11764 
0155  0.53611 1.18248 0.98660 1.06701 1.00000 0.03134 1.32681 1.10580 
0156  0.54722 1.04854 0.98632 1.06840 1.00000 0.03137 1.32736 1.02885 
0157  0.55833 1.73260 0.98604 1.06979 1.00000 0.03140 1.32792 1.39065 
0158  0.56944 1.87430 0.98576 1.07118 1.00000 0.03142 1.32847 1.45782 
0159  0.58056 1.21284 0.98549 1.07257 1.00000 0.03145 1.32903 1.12275 
0160  0.59167 1.14290 0.98521 1.07396 1.00000 0.03148 1.32958 1.08344 
0161  0.60278 1.16388 0.98493 1.07535 1.00000 0.03151 1.33014 1.09533 
0162  0.61389 1.03087 0.98465 1.07674 1.00000 0.03153 1.33069 1.01841 
0163  0.62500 2.48883 0.98438 1.07812 1.00000 0.03156 1.33125 1.72821 
0164  0.64167 1.25541 0.98396 1.08021 1.00000 0.03160 1.33208 1.14623 
0165  0.80417 1.19723 0.97990 1.10052 1.00000 0.03201 1.34021 1.11406 
0166  0.81528 1.04328 0.97962 1.10191 1.00000 0.03204 1.34076 1.02575 
0167  0.82639 1.87206 0.97934 1.10330 1.00000 0.03207 1.34132 1.45677 
0168  0.83750 1.72769 0.97906 1.10469 1.00000 0.03209 1.34187 1.38829 
0169  0.84861 1.25204 0.97878 1.10608 1.00000 0.03212 1.34243 1.14438 
0170  0.85972 1.11828 0.97851 1.10747 1.00000 0.03215 1.34299 1.06938 
0171  0.87083 1.12602 0.97823 1.10885 1.00000 0.03218 1.34354 1.07381 
0172  0.88194 1.04261 0.97795 1.11024 1.00000 0.03220 1.34410 1.02535 
0173  0.89306 2.83155 0.97767 1.11163 1.00000 0.03223 1.34465 1.86730 
0174  0.90972 1.31704 0.97726 1.11372 1.00000 0.03227 1.34549 1.17967 
0175  1.07222 1.21842 0.97319 1.13403 1.00000 0.03268 1.35361 1.12584 
0176  1.08333 1.04244 0.97292 1.13542 1.00000 0.03271 1.35417 1.02525 
0177  1.09444 2.03983 0.97264 1.13681 1.00000 0.03274 1.35472 1.53376 
0178  1.10556 1.60958 0.97236 1.13819 1.00000 0.03276 1.35528 1.33054 
0179  1.11667 1.30007 0.97208 1.13958 1.00000 0.03279 1.35583 1.17052 
0180  1.12778 1.09945 0.97181 1.14097 1.00000 0.03282 1.35639 1.05853 
0181  1.13889 1.09422 0.97153 1.14236 1.00000 0.03285 1.35694 1.05551 
0182  1.15000 1.05890 0.97125 1.14375 1.00000 0.03287 1.35750 1.03494 
0183  1.16111 1.38554 0.97097 1.14514 1.00000 0.03290 1.35806 1.21611 
0184  1.32361 1.24462 0.96691 1.16545 1.00000 0.03331 1.36618 1.14031 
0185  1.33472 1.04567 0.96663 1.16684 1.00000 0.03334 1.36674 1.02716 
0186  1.34583 2.23023 0.96635 1.16823 1.00000 0.03336 1.36729 1.61812 
0187  1.35694 1.51891 0.96608 1.16962 1.00000 0.03339 1.36785 1.28505 
0188  1.36806 1.35447 0.96580 1.17101 1.00000 0.03342 1.36840 1.19967 
0189  1.37917 1.08665 0.96552 1.17240 1.00000 0.03345 1.36896 1.05112 
0190  1.39028 1.06931 0.96524 1.17378 1.00000 0.03348 1.36951 1.04103 
0191  1.40139 1.07862 0.96497 1.17517 1.00000 0.03350 1.37007 1.04645 
0192  1.41250 1.46656 0.96469 1.17656 1.00000 0.03353 1.37062 1.25829 
0193  1.57500 1.27760 0.96063 1.19687 1.00000 0.03394 1.37875 1.15834 
0194  1.58611 1.05284 0.96035 1.19826 1.00000 0.03397 1.37931 1.03137 
0195  1.59722 2.46242 0.96007 1.19965 1.00000 0.03399 1.37986 1.71718 
0196  1.60833 1.44376 0.95979 1.20104 1.00000 0.03402 1.38042 1.24652 
0197  1.61944 1.41960 0.95951 1.20243 1.00000 0.03405 1.38097 1.23396 
0198  1.63056 1.07829 0.95924 1.20382 1.00000 0.03408 1.38153 1.04627 
0199  1.64167 1.04869 0.95896 1.20521 1.00000 0.03410 1.38208 1.02894 
0200  1.65278 1.10300 0.95868 1.20660 1.00000 0.03413 1.38264 1.06058 
0201  1.66389 1.56290 0.95840 1.20799 1.00000 0.03416 1.38319 1.30725 
0202  1.82639 1.31821 0.95434 1.22830 1.00000 0.03457 1.39132 1.18029 
0203  1.83750 1.06407 0.95406 1.22969 1.00000 0.03459 1.39187 1.03796 
0204  1.84861 2.75027 0.95378 1.23108 1.00000 0.03462 1.39243 1.83495 
0205  1.85972 1.38136 0.95351 1.23247 1.00000 0.03465 1.39299 1.21390 
0206  1.87083 1.49763 0.95323 1.23385 1.00000 0.03468 1.39354 1.27422 
0207  1.88194 1.07422 0.95295 1.23524 1.00000 0.03470 1.39410 1.04389 
0208  1.89306 1.03204 0.95267 1.23663 1.00000 0.03473 1.39465 1.01910 
0209  1.90417 1.13252 0.95240 1.23802 1.00000 0.03476 1.39521 1.07752 
0210  1.91528 1.67830 0.95212 1.23941 1.00000 0.03479 1.39576 1.36434 
0211  2.07778 1.36757 0.94806 1.25972 1.00000 0.03519 1.40389 1.20662 
0212  2.08889 1.07958 0.94778 1.26111 1.00000 0.03522 1.40444 1.04702 
0213  2.10000 1.33170 0.94750 1.26250 1.00000 0.03525 1.40500 1.18753 
0214  2.11111 1.58694 0.94722 1.26389 1.00000 0.03528 1.40556 1.31928 
0215  2.12222 1.07425 0.94694 1.26528 1.00000 0.03531 1.40611 1.04391 
0216  2.13333 1.01957 0.94667 1.26667 1.00000 0.03533 1.40667 1.01170 
0217  2.14444 1.16611 0.94639 1.26806 1.00000 0.03536 1.40722 1.09659 
0218  2.15556 1.81117 0.94611 1.26944 1.00000 0.03539 1.40778 1.42816 
0219  2.31806 1.42428 0.94205 1.28976 1.00000 0.03580 1.41590 1.23639 
0220  2.32917 1.09868 0.94177 1.29115 1.00000 0.03582 1.41646 1.05809 
0221  2.34028 1.29038 0.94149 1.29253 1.00000 0.03585 1.41701 1.16528 
0222  2.35139 1.69411 0.94122 1.29392 1.00000 0.03588 1.41757 1.37203 
0223  2.36250 1.07812 0.94094 1.29531 1.00000 0.03591 1.41812 1.04617 
0224  2.37361 1.01029 0.94066 1.29670 1.00000 0.03593 1.41868 1.00616 
0225  2.38472 1.20562 0.94038 1.29809 1.00000 0.03596 1.41924 1.11873 
0226  2.39583 1.97246 0.94010 1.29948 1.00000 0.03599 1.41979 1.50316 
0227  2.55833 1.49200 0.93604 1.31979 1.00000 0.03640 1.42792 1.27134 
0228  2.56944 1.12230 0.93576 1.32118 1.00000 0.03642 1.42847 1.07168 
0229  2.58056 1.25635 0.93549 1.32257 1.00000 0.03645 1.42903 1.14674 
0230  2.59167 1.82382 0.93521 1.32396 1.00000 0.03648 1.42958 1.43413 
0231  2.60278 1.08590 0.93493 1.32535 1.00000 0.03651 1.43014 1.05069 
0232  2.61389 1.00407 0.93465 1.32674 1.00000 0.03653 1.43069 1.00244 
0233  2.62500 1.25192 0.93438 1.32812 1.00000 0.03656 1.43125 1.14431 
0234  2.63611 2.17113 0.93410 1.32951 1.00000 0.03659 1.43181 1.59225 
0235  2.79861 1.57297 0.93003 1.34983 1.00000 0.03700 1.43993 1.31230 
0236  2.80972 1.15089 0.92976 1.35122 1.00000 0.03702 1.44049 1.08798 
0237  2.82083 1.22878 0.92948 1.35260 1.00000 0.03705 1.44104 1.13158 
0238  2.83194 1.98265 0.92920 1.35399 1.00000 0.03708 1.44160 1.50781 
0239  2.84306 1.09773 0.92892 1.35538 1.00000 0.03711 1.44215 1.05754 
0240  2.85417 1.00083 0.92865 1.35677 1.00000 0.03714 1.44271 1.00050 
0241  2.86528 1.30606 0.92837 1.35816 1.00000 0.03716 1.44326 1.17376 
0242  2.87639 2.42040 0.92809 1.35955 1.00000 0.03719 1.44382 1.69954 
0243  3.03889 1.67013 0.92403 1.37986 1.00000 0.03760 1.45194 1.36035 
0244  3.05000 1.18503 0.92375 1.38125 1.00000 0.03762 1.45250 1.10723 
0245  3.06111 1.20705 0.92347 1.38264 1.00000 0.03765 1.45306 1.11953 
0246  3.07222 2.18011 0.92319 1.38403 1.00000 0.03768 1.45361 1.59620 
0247  3.08333 1.11382 0.92292 1.38542 1.00000 0.03771 1.45417 1.06681 
0248  3.09444 1.00052 0.92264 1.38681 1.00000 0.03774 1.45472 1.00031 
0249  3.10556 1.36941 0.92236 1.38819 1.00000 0.03776 1.45528 1.20759 
0250  3.11667 2.74052 0.92208 1.38958 1.00000 0.03779 1.45583 1.83105 
0251  3.27917 1.78752 0.91802 1.40990 1.00000 0.03820 1.46396 1.41694 
0252  3.29028 1.22544 0.91774 1.41128 1.00000 0.03823 1.46451 1.12973 
0253  3.30139 1.19068 0.91747 1.41267 1.00000 0.03825 1.46507 1.11039 
0254  3.31250 2.43041 0.91719 1.41406 1.00000 0.03828 1.46562 1.70376 
0255  3.32361 1.13446 0.91691 1.41545 1.00000 0.03831 1.46618 1.07863 
0256  3.33472 1.00313 0.91663 1.41684 1.00000 0.03834 1.46674 1.00188 
0257  3.34583 1.44372 0.91635 1.41823 1.00000 0.03836 1.46729 1.24649 
0258  3.50694 1.92253 0.91233 1.43837 1.00000 0.03877 1.47535 1.48021 
0259  3.51806 1.27035 0.91205 1.43976 1.00000 0.03880 1.47590 1.15439 
0260  3.52917 1.17981 0.91177 1.44115 1.00000 0.03882 1.47646 1.10430 
0261  3.54028 2.73650 0.91149 1.44253 1.00000 0.03885 1.47701 1.82944 
0262  3.55139 1.15861 0.91122 1.44392 1.00000 0.03888 1.47757 1.09235 
0263  3.56250 1.00834 0.91094 1.44531 1.00000 0.03891 1.47812 1.00500 
0264  3.57361 1.52633 0.91066 1.44670 1.00000 0.03893 1.47868 1.28881 
0265  3.73472 2.08742 0.90663 1.46684 1.00000 0.03934 1.48674 1.55513 
0266  3.74583 1.32271 0.90635 1.46823 1.00000 0.03936 1.48729 1.18271 
0267  3.75694 1.17325 0.90608 1.46962 1.00000 0.03939 1.48785 1.10061 
0268  3.76806 1.18612 0.90580 1.47101 1.00000 0.03942 1.48840 1.10784 
0269  3.77917 1.01583 0.90552 1.47240 1.00000 0.03945 1.48896 1.00947 
0270  3.79028 1.61825 0.90524 1.47378 1.00000 0.03948 1.48951 1.33484 
0271  3.95139 2.28077 0.90122 1.49392 1.00000 0.03988 1.49757 1.64002 
0272  3.96250 1.38054 0.90094 1.49531 1.00000 0.03991 1.49812 1.21347 
0273  3.97361 1.17092 0.90066 1.49670 1.00000 0.03993 1.49868 1.09930 
0274  3.98472 1.21853 0.90038 1.49809 1.00000 0.03996 1.49924 1.12590 
0275  3.99583 1.02587 0.90010 1.49948 1.00000 0.03999 1.49979 1.01544 
